,IATA,Description,ID
470,AVL,"Asheville, NC: Asheville Regional",10431
471,AVN,"Avignon, France: Avignon Caumont",10432
472,AVO,"Avon Park, FL: Avon Park Executive",10433
473,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",10434
474,AVV,"Avalon, Australia: Avalon Airport",10435
475,AVW,"Tucson, AZ: Marana Regional",10436
476,AVX,"Avalon, CA: Catalina",10437
477,AVX,"Avalon, CA: Catalina",11001
478,CIB,"Avalon, CA: Catalina",10437
479,CIB,"Avalon, CA: Catalina",11001
480,AWA,"Awasa, Ethiopia: Lake Awasa",10438
481,AWK,"Wake Island, TT: Wake Island Airfield",10439
482,AWM,"West Memphis, AR: West Memphis Municipal",10440
483,AWR,"Awar, Papua New Guinea: Awar Airport",10441
484,AWX,"Andrews, TX: Andrews County",10442
485,AWZ,"Ahwaz, Iran: Ahwaz Airport",10443
486,AXA,"The Valley, Anguilla: Clayton J Lloyd",10444
487,AXB,"Alexandria Bay, NY: Maxson Airfield",10445
488,AXC,"Aramac, Australia: Aramac Airport",10446
489,AXD,"Alexandroupolis, Greece: Dimokritos",10447
490,AXM,"Armenia, Colombia: El Eden",10448
491,AXN,"Alexandria, MN: Chandler Field",10449
492,AXP,"Spring Point, The Bahamas: Spring Point Airport",10450
493,AXS,"Altus, OK: Altus/Quartz Mountain Regional",10451
494,AXT,"Akita, Japan: Akita Airport",10452
495,AXU,"Axum, Ethiopia: Axum Atse Yohannes IV",10453
496,AXV,"Wapakoneta, OH: Neil Armstrong",10454
497,AXX,"Eagle Nest, NM: Angel Fire",10455
498,AYL,"Anthony Lagoon, Australia: Anthony Lagoon Airport",10456
499,AYP,"Ayacucho, Peru: Coronel FAP Alfredo Mendivil Duarte",10457
500,AYQ,"Ayers Rock, Australia: Ayers Rock Connellan",10458
501,AYR,"Ayr, Australia: Ayr Airport",10459
502,AYS,"Waycross, GA: Waycross-Ware County",10460
503,AYT,"Antalya, Turkey: Antalya Airport",10461
504,AYW,"Ayawasi, Indonesia: Ayawasi Airport",10462
505,AZ1,"Grand Canyon, AZ: Valle",10463
506,AZ2,"Williams, AZ: H. A. Clark Memorial Field",10464
507,AZ3,"Glendale, AZ: Glendale Municipal",10465
508,AZ4,"Salome, AZ: Sheepy Hollow Ranch",16451
509,AZ5,"Springerville, AZ: Springerville Municipal",16561
510,AZ6,"Gila Bend, AZ: Gila Bend Municipal",16639
511,AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",10466
512,AZD,"Yazd, Iran: Shahid Sadooghi",10467
513,AZG,"Apatzingan, Mexico: Pablo L. Sidar",10468
514,AZI,"Abu Dhabi, United Arab Emirates: Al Bateen Executive",16531
515,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",10469
516,AZS,"Samana, Dominican Republic: El Catey International",10470
517,B19,"Biddeford, ME: Biddeford Municipal",10471
518,B1C,"Baker Island, Canada: Blackfish Lodge",16649
519,B21,"Carrabassett, ME: Sugarloaf Regional",10472
520,B2C,"Blind Channel, Canada: Blind Channel Water Aerodrome",16650
521,B3C,"Minstrel Island, Canada: Minstrel Island Water Aerodrome",16652
522,B4C,"Simoom Sound, Canada: Simoom Sound Water Aerodrome",16655
523,BAA,"Bialla, Papua New Guinea: Bialla Airport",10473
524,BAB,"Marysville, CA: Beale AFB",10474
525,BAC,"Barranca de Upia, Colombia: Barranca de Upia Airport",10475
526,BAD,"Shreveport, LA: Barksdale AFB",10476
527,BAE,"Barcelonnette, France: Barcelonnette Airport",10477
528,BAF,"Westfield, MA: Westfield Barnes Regional",10478
529,BAG,"Baguio, Philippines: Baguio Airport",10479
530,BAH,"Manama, Bahrain: Bahrain International",10480
531,BAI,"Buenos Aires, Costa Rica: Buenos Aires Airport",10481
532,BAK,"Baku, Azerbaijan: Baku Metropolitan Area",12050
533,BAL,"Batman, Turkey: Batman Airport",10483
534,BAM,"Battle Mountain, NV: Battle Mountain Airport",10484
535,BAO,"Ban Mak Khaeng, Thailand: Udorn AB",10485
536,BAQ,"Barranquilla, Colombia: Ernesto Cortissoz",10486
537,BAR,"Baker Island, AK: Baker AAF",10487
538,BAT,"Barretos, Brazil: Chafei Amsei",16388
539,BAU,"Bauru, Brazil: Bauru-Arealva",10489
540,BAV,"Baotou, China: Baotou Airport",10490
541,BAX,"Barnaul, Russia: Mikhaylovka",10491
542,BAY,"Baia Mare, Romania: Maramures",10492
543,BAZ,"Barcelos, Brazil: Barcelos Airport",16460
544,BBA,"Balmaceda, Chile: Balmaceda Airport",10493
545,BBC,"Bay City, TX: Bay City Regional",10494
546,BBD,"Brady, TX: Curtis Field",16665
547,BBF,"Burlington, MA: N Eng Heliport",10495
548,BBI,"Bhubaneswar, India: Bhubaneswar Airport",10497
549,BBK,"Kasane North West, Botswana: Kasane",16713
550,BBO,"Berbera, Somalia: Berbera International",10498
551,BBQ,"Barbuda, Antigua and Barbuda: Cocoa Point",10499
552,BBR,"Basse Terre, Guadeloupe: Baillif",10500
553,BBS,"Blackbushe, United Kingdom: Blackbushe Airport",10501
554,BBT,"Berberati, Central African Republic: Berberati Airport",10502
555,BBU,"Bucharest, Romania: Baneasa Aurel Vlaicu",10503
556,BBW,"Broken Bow, NE: Broken Bow Municipal Keith Glaze Field",16573
557,BBX,"Blue Bell, PA: Wings Field",10504
558,BBY,"Bambari, Central African Republic: Bambari Airport",10505
559,BBZ,"Zambezi, Zambia: Zambezi Airport",10506
560,BC1,"Port Harvey, Canada: Port Harvey Water Aerodrome",16653
561,BC2,"Berry Island, Canada: Farewell Harbour",16600
562,BC3,"Bliss Landing, Canada: Bliss Landing Water Aerodrome",16601
563,BC4,"Cordero Lodge, Canada: Cordero Lodge Airport",16602
564,BC5,"Dent Island , Canada: Dent Island Lodge",16604
565,BC6,"Egmont, Canada: Egmont Water Aerodrome",16605
566,BC7,"Sonora Island, Canada: Sonora Resort",16619
567,BC8,"Hanson Island, Canada: Pacific Outback Resort",16607
568,BC9,"Mink Island, Canada: Mink Island Water Aerodrome",16609
569,BCA,"Baracoa, Cuba: Gustavo Rizo",10507
570,BCB,"Blacksburg, VA: Virginia Tech/Montgomery Executive",10508
571,BCC,"Bear Creek, AK: Bear Creek Airport",10509
572,BCD,"Bacolod, Philippines: Bacolod Airport",10510
573,BCD,"Bacolod, Philippines: Bacolod Airport",16398
574,BCE,"Bryce Canyon, UT: Bryce Canyon Airport",10511
575,BCH,"Baucau, Timor-Leste: Cakung",10512
576,BCI,"Barcaldine, Australia: Barcaldine Airport",10513
577,BCJ,"Crestone, CO: Baca Grande",10514
578,BCL,"Barra del Colorado, Costa Rica: Barra del Colorado Airport",10515
579,BCM,"Bacau, Romania: George Enescu Bacau International",10516
580,BCN,"Barcelona, Spain: Barcelona Airport",10517
581,BCS,"Belle Chasse, LA: Southern Seaplane",10518
582,BCT,"Boca Raton, FL: Boca Raton Public",10519
583,BCY,"Bulchi, Ethiopia: Bulchi Airport",10520
584,BDA,"Hamilton, Bermuda: L. F. Wade International",10521
585,BDB,"Bundaberg, Australia: Bundaberg Airport",10522
586,BDE,"Baudette, MN: Baudette International",10523
587,BDG,"Blanding, UT: Blanding Municipal",10524
588,BDH,"Bandar Lengeh, Iran: Bandar Lengeh Airport",10525
589,BDI,"Bird Island, Seychelles: Bird Island Airport",10526
590,BDJ,"Bandjarmasin, Indonesia: Syamsudin Noor",10527
591,BDK,"Bondoukou, Cote d'Ivoire: Bondoukou/Soko",10528
592,BDL,"Hartford, CT: Bradley International",10529
593,BDM,"Bandirma, Turkey: Bandirma Airport",10530
594,BDN,"Badin, Pakistan: Talhar",10531
595,BDO,"Bandung, Indonesia: Husein Sastranegara",10532
596,BDP,"Bhadrapur/Chandragadhi, Nepal: Chandragadhi",10533
597,BDQ,"Vadodara, India: Vadodara Airport",10534
598,BDR,"Bridgeport, CT: Igor I Sikorsky Memorial",10535
599,BDS,"Brindisi, Italy: Brindisi Airport",10536
600,BDT,"Bgadolite, Congo (Kinshasa): Gbadolite",16752
601,BDU,"Bardufoss, Norway: Bardufoss Airport",10537
602,BDY,"Bandon, OR: Bandon State",10538
603,BE1,"Steenokkerzeel, Belgium: Steenokkerzeel Airport",16814
604,BEB,"Benbecula, United Kingdom: Benbecula Airport",10539
605,BEC,"Wichita, KS: Beech Factory",16473
606,BED,"Bedford, MA: Laurence G Hanscom Field",10540
607,BEF,"Bluefields, Nicaragua: Bluefields Airport",10541
608,BEG,"Belgrade, Serbia: Beograd",10542
609,BEH,"Benton Harbor/St. Joseph, MI: Southwest Michigan Regional",10543
610,BEI,"Beica, Ethiopia: Beica Airport",10544
611,BEL,"Belem, Brazil: Val de Cans International",10545
612,BEN,"Benghazi, Libya: Benina International",10547
613,BEO,"Newcastle, Australia: Lake Macquarie",10548
614,BER,"Berlin, Germany: Berlin Metropolitan Area",10549
615,BES,"Brest, France: Brest Bretagne",10550
616,BET,"Bethel, AK: Bethel Airport",10551
617,BEU,"Bedourie, Australia: Bedourie North",10552
618,BEV,"Beersheba, Israel: Teyman",10553
619,BEW,"Beira, Mozambique: Beira Airport",10554
620,BEY,"Beirut, Lebanon: Rafic Hariri International",10555
621,BFB,"Blue Fox Bay, AK: Blue Fox Bay Airport",10556
622,BFD,"Bradford, PA: Bradford Regional",10557
623,BFF,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",10558
624,BFG,"Glen Canyon, UT: Bullfrog Basin",16760
625,BFI,"Seattle, WA: Boeing Field/King County International",10559
626,BFK,"Aurora, CO: Buckley AFB",10560
627,BFL,"Bakersfield, CA: Meadows Field",10561
628,BFM,"Mobile, AL: Mobile Downtown",10562
629,BFN,"Bloemfontein, South Africa: Bram Fischer International",10563
630,BFO,"Buffalo Range, Zimbabwe: Buffalo Range Airport",10564
631,BFP,"Beaver Falls, PA: Beaver County",10565
632,BFQ,"Bahia de Pinas, Panama: Bahia de Pinas Airport",10566
633,BFR,"Bedford, IN: Virgil I Grissom Municipal",10567
634,BFS,"Belfast, United Kingdom: Belfast Aldergrove",10568
635,BFT,"Beaufort, SC: Beaufort County",10569
636,BG1,"Graf Ingratievo, Bulgaria: Graf Ingratievo Airport",16708
637,BGA,"Bucaramanga, Colombia: Palonegro",10570
638,BGB,"Booue, Gabon: Booue Airport",10571
639,BGD,"Borger, TX: Hutchinson County",10572
640,BGE,"Bainbridge, GA: Decatur County Industrial Air Park",10573
641,BGF,"Bangui, Central African Republic: Bangui-M'Poko",10574
642,BGH,"Bogue, Mauritania: Abbaye",16574
643,BGI,"Barbados/Bridgetown, Barbados: Grantley Adams International",10575
644,BGL,"Baglung, Nepal: Baglung Airport",10576
645,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",10577
646,BGN,"Bruggen, Germany: Bruggen Airport",10578
647,BGO,"Bergen, Norway: Flesland",10579
648,BGQ,"Big Lake, AK: Big Lake Airport",10580
649,BGR,"Bangor, ME: Bangor International",10581
650,BGS,"Big Spring, TX: Big Spring McMahon-Wrinkle",10582
651,BGT,"Bagdad, AZ: Bagdad Airport",10583
652,BGU,"Bangassou, Central African Republic: Bangassou Airport",10584
653,BGW,"Baghdad, Iraq: Al Muthana",10585
654,BGX,"Bage, Brazil: Comandante Gustavo Kraemer",10586
655,BGY,"Bergamo, Italy: Bergamo Orio Al Serio",10587
656,BH1,"Shaikh Isa, Bahrain: Isa AB",10588
657,BHB,"Bar Harbor, ME: Hancock County-Bar Harbor",10589
658,BHD,"Belfast, United Kingdom: Belfast City",10591
659,BHE,"Blenheim, New Zealand: Woodbourne",10592
660,BHG,"Brus Laguna, Honduras: Araslaya",10593
661,BHH,"Bisha, Saudi Arabia: Bisha Airport",10594
662,BHI,"Bahia Blanca, Argentina: Comandante Espora",10595
663,BHJ,"Bhuj, India: Bhuj Airport",10596
664,BHK,"Bukhara, Uzbekistan: Bukhara Airport",10597
665,BHL,"Bahia de Los Angeles, Mexico: Bahia de Los Angeles North",10598
666,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",10599
667,BHN,"Beihan, Yemen: Beihan Airport",10600
668,BHO,"Bhopal, India: Raja Bhoj",10601
669,BHQ,"Broken Hill, Australia: Broken Hill Airport",10602
670,BHR,"Bharatpur, Nepal: Bharatpur Airport",10603
671,BHS,"Bathurst, Australia: Bathurst Airport",10604
672,BHT,"Brighton Downs, Australia: Brighton Downs Airport",10605
673,BHU,"Bhavnagar, India: Bhavnagar Airport",10606
674,BHV,"Bahawalpur, Pakistan: Bahawalpur International",10607
675,BHX,"Birmingham, United Kingdom: Birmingham Airport",10608
676,BHY,"Beihai, China: Beihai Airport",10609
677,BHZ,"Belo Horizonte, Brazil: Belo Horizonte Metropolitan Area",10610
678,BIA,"Bastia, France: Bastia Poretta",10611
679,BIC,"Big Creek, AK: Big Creek Airport",10612
680,BID,"Block Island, RI: Block Island State",10613
681,BIE,"Beatrice, NE: Beatrice Municipal",10614
682,BIF,"El Paso, TX: Biggs AAF",10615
683,BIG,"Big Delta, AK: Allen AAF",10616
684,BIH,"Bishop, CA: Bishop Airport",10617
685,BII,"Bikini Atoll, Marshall Islands: Bikini Atoll Airport",10618
686,BIK,"Biak, Indonesia: Manuhua",10619
687,BIL,"Billings, MT: Billings Logan International",10620
688,BIM,"Bimini, The Bahamas: Bimini International",10621
689,BIN,"Bamyan, Afghanistan: Bamyan Airport",10622
690,BIO,"Bilbao, Spain: Bilbao Airport",10623
691,BIP,"Bulimba, Australia: Bulimba Airport",10624
692,BIQ,"Biarritz, France: Biarritz Pays Basque",10625
693,BIR,"Biratnagar, Nepal: Biratnagar Airport",10626
694,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",10627
695,BIV,"Bria, Central African Republic: Bria Airport",10628
696,BIX,"Biloxi, MS: Keesler AFB",10629
697,BJC,"Broomfield, CO: Rocky Mountain Metro",10630
698,BJI,"Bemidji, MN: Bemidji Regional",10631
699,BJJ,"Wooster, OH: Wayne County",10632
700,BJL,"Banjul, The Gambia: Banjul International",10633
701,BJM,"Bujumbura, Burundi: Bujumbura International",10634
702,BJR,"Bahir Dar, Ethiopia: Bahir Dar Ginbot Haya International",10635
703,BJU,"Bajura, Nepal: Bajura Airport",10636
704,BJV,"Bodrum, Turkey: Imsik",10637
705,BJX,"Leon/Guanajuato, Mexico: Guanajuato International",10638
706,BJZ,"Badajoz, Spain: Badajoz Airport",10639
707,BKC,"Buckland, AK: Buckland Airport",10640
708,BKE,"Baker, OR: Baker City Municipal",10641
709,BKF,"Brooks Lake, AK: Brooks Lake Airport",10642
710,BKG,"Branson, MO: Branson Airport",10643
711,BKH,"Kekaha, Kauai, HI: Barking Sands PMRF",10644
712,BKI,"Kota Kinabalu, Malaysia: Kota Kinabalu International",10645
713,BKK,"Bangkok, Thailand: Suvarnabhumi International",13614
714,BKL,"Cleveland, OH: Burke Lakefront",10647
715,BKM,"Bakelalan, Malaysia: Bakelalan Airport",10648
716,BKO,"Bamako, Mali: Modibo Keita",10650
717,BKQ,"Blackall, Australia: Blackall Airport",10651
718,BKS,"Bengkulu, Indonesia: Fatmawati Soekarno",10652
719,BKU,"Betioky, Madagascar: Betioky Airport",10653
720,BKW,"Beckley, WV: Raleigh County Memorial",10654
721,BKX,"Brookings, SD: Brookings Regional",10655
722,BKY,"Bukavu, Congo (Kinshasa): Bukavu Kavumu",10656
723,BKZ,"Bukoba, Tanzania: Bukoba Airport",10657
724,BLA,"Barcelona, Venezuela: General Jose Antonio Anzoategui International",10658
725,BLB,"Balboa, Panama: Albrook AFB",10659
726,BLC,"Bali, Cameroon: Bali Airport",10660
727,BLD,"Boulder City, NV: Boulder City Municipal",10661
728,BLE,"Borlange, Sweden: Borlange Airport",10662
729,BLF,"Princeton/Bluefield, WV: Mercer County",10663
730,BLG,"Belaga, Malaysia: Belaga Airport",10664
731,BLH,"Blythe, CA: Blythe Airport",10665
732,BLI,"Bellingham, WA: Bellingham International",10666
733,BLJ,"Batna, Algeria: Mostepha Ben Boulaid",10667
734,BLK,"Blackpool, United Kingdom: Blackpool Airport",10668
735,BLL,"Billund, Denmark: Billund Airport",10669
736,BLM,"Belmar/Farmingdale, NJ: Monmouth Executive",10670
737,BLO,"Blonduos, Iceland: Blonduos Airport",10671
738,BLP,"Bellavista, Peru: Bellavista 1",10672
739,BLQ,"Bologna, Italy: Bologna Airport",10673
740,BLR,"Bangalore, India: Kempegowda International",10674
741,BLT,"Blackwater, Australia: Blackwater Airport",10675
742,BLV,"Belleville, IL: Scott AFB/MidAmerica",10676
743,BLZ,"Blantyre, Malawi: Chileka International",10677
744,BMA,"Stockholm, Sweden: Bromma",10678
745,BMB,"Bumba, Congo (Kinshasa): Bumba Airport",10679
746,BMC,"Brigham City, UT: Brigham City Airport",10680
747,BMD,"Belo, Madagascar: Belo Sur Tsiribihina",10681
748,BME,"Broome, Australia: Broome International",10682
749,BMG,"Bloomington, IN: Monroe County",10683
750,BMH,"Bomai, Papua New Guinea: Bomai Airport",10684
751,BMI,"Bloomington/Normal, IL: Central Illinois Regional",10685
752,BMJ,"Baramita, Guyana: Baramita Airport",10686
753,BML,"Berlin, NH: Berlin Regional",10687
754,BMM,"Bitam, Gabon: Bitam Airport",10688
755,BMO,"Bhamo, Burma: Banmaw",10689
756,BMP,"Brampton Island, Australia: Brampton Island Airport",10690
757,BMV,"Ban Me Thout, Vietnam: Buon Ma Thuot",16687
758,BMW,"Bordj Badji Mokhtar, Algeria: Bordj Mokhtar",10691
759,BMX,"Big Mountain, AK: Big Mountain AFS",10692
760,BNA,"Nashville, TN: Nashville International",10693
761,BNB,"Boende, Congo (Kinshasa): Boende Airport",10694
762,BND,"Bandar Abbas, Iran: Bandar Abbas International",10695
763,BNE,"Brisbane, Australia: Brisbane International",10696
764,BNF,"Baranof, AK: Warm Spring Bay Seaplane Base",10697
765,BNG,"Banning, CA: Banning Municipal",10698
766,BNI,"Benin City, Nigeria: Benin City Airport",10699
767,BNK,"Ballina, Australia: Ballina Byron Gateway",10700
768,BNL,"Barnwell, SC: Barnwell Regional",10701
769,BNN,"Bronnoysund, Norway: Bronnoy",10702
770,BNO,"Burns, OR: Burns Municipal",10703
771,BNS,"Barinas, Venezuela: Barinas Airport",10704
772,BNX,"Banja Luka, Bosnia and Herzegovina: Banja Luka Airport",10705
773,BNZ,"Banz, Papua New Guinea: Banz Airport",10706
774,BOA,"Boma, Congo (Kinshasa): Boma Airport",10707
775,BOB,"Bora Bora, French Polynesia: Bora Bora Motu Mute",10708
776,BOC,"Bocas del Toro, Panama: Bocas del Toro International",10709
777,BOD,"Bordeaux, France: Bordeaux Merignac",10710
778,BOG,"Bogota, Colombia: El Dorado International",10711
779,BOH,"Bournemouth, United Kingdom: Bournemouth Airport",10712
780,BOI,"Boise, ID: Boise Air Terminal",10713
781,BOJ,"Burgas, Bulgaria: Burgas Airport",10714
782,BOK,"Brookings, OR: Brookings Airport",10715
783,BOM,"Mumbai, India: Chhatrapati Shivaji International",10716
784,BON,"Bonaire, Bonaire, Sint Eustatius, and Saba: Flamingo International",10717
785,BOO,"Bodo, Norway: Bodo Airport",10718
786,BOQ,"Boku, Papua New Guinea: Boku Airport",10719
787,BOR,"Belfort, France: Fontaine",10720
788,BOS,"Boston, MA: Logan International",10721
789,BOW,"Bartow, FL: Bartow Municipal",10722
790,BOX,"Borroloola, Australia: Borroloola Airport",10723
791,BOY,"Bobo Dioulasso, Burkina Faso: Bobo Dioulasso Airport",10724
792,BPH,"Bislig, Philippines: Bislig Airport",10725
793,BPI,"Big Piney, WY: Miley Memorial Field",16521
794,BPN,"Balikpapan, Indonesia: Sultan Aji Muhammad Sulaiman Sepinggan",10726
795,BPS,"Porto Seguro, Brazil: Porto Seguro Airport",10727
796,BPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional",10728
797,BQA,"Baler, Philippines: Baler Airport",10729
798,BQH,"London, United Kingdom: Biggin Hill",10730
799,BQK,"Brunswick, GA: Brunswick Golden Isles",10731
800,BQN,"Aguadilla, PR: Rafael Hernandez",10732
801,BQS,"Blagoveschensk, Russia: Ignatyevo",10733
802,BQU,"Bequia, Saint Vincent and the Grenadines: J. F. Mitchell",10734
803,BQV,"Bartlett Cove, AK: Bartlett Cove Seaplane Base",10735
804,BR1,"Parana, Brazil: Pato Branco",10736
805,BR2,"Porto Belo, Brazil: Costa Esmeralda",16701
806,BRA,"Barreiras, Brazil: Barreiras Airport",10737
807,BRC,"San Carlos de Bariloche, Argentina: San Carlos de Bariloche Airport",10738
808,BRD,"Brainerd, MN: Brainerd Lakes Regional",10739
809,BRE,"Bremen, Germany: Bremen Airport",10740
810,BRG,"Whitesburg, KY: Whitesburg Municipal",10741
811,BRI,"Bari, Italy: Bari Airport",10742
812,BRK,"Bourke, Australia: Bourke Airport",10743
813,BRL,"Burlington, IA: Southeast Iowa Regional",10744
814,BRM,"Barquisimeto, Venezuela: Barquisimeto International",10745
815,BRN,"Berne, Switzerland: Bern/Belp",10746
816,BRO,"Brownsville, TX: Brownsville South Padre Island International",10747
817,BRQ,"Brno, Czech Republic: Turany",10748
818,BRR,"Barra, United Kingdom: Barra Airport",10749
819,BRS,"Bristol, United Kingdom: Bristol Airport",10750
820,BRT,"Bathurst Island, Australia: Bathurst Island Airport",10751
821,BRU,"Brussels, Belgium: Brussels National",10752
822,BRV,"Bremerhaven, Germany: Bremerhaven Airport",10753
823,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",10754
824,BRX,"Barahona, Dominican Republic: Barahona Habanero",10755
825,BRY,"Bardstown, KY: Samuels Field",10756
826,BSA,"Bosaso, Somalia: Bosaso Airport",10757
827,BSB,"Brasilia, Brazil: Presidente Juscelino Kubitschek International",10758
828,BSD,"Baoshan, China: Baoshan Airport",10759
829,BSG,"Bata, Equatorial Guinea: Bata Airport",10760
830,BSK,"Biskra, Algeria: Mohamed Khider",10761
831,BSL,"Mulhouse, France: EuroAirport",10762
832,BSL,"Mulhouse, France: EuroAirport",13366
833,MLH,"Mulhouse, France: EuroAirport",10762
